id_cliente,churn,género,cuidadano_mayor,pareja,dependientes,meses_de_contrato,servicio_telefonico,multiples_lineas_telefonicas,servicio_internet,seguridad_online,respaldo_online,proteccion_del_dispositivo,soporte_tecnico,servicio_tv,servicio_de_peliculas,tipo_de_contrato,factura_en_linea,forma_de_pago,cargos_mensuales,cargos_totales,cuentas_diarias,cantidad_servicios
5934-TSSAU,0,Femenino,0,1,1,23,1,No,Fibra óptica,No,No,Yes,No,No,No,Mes a mes,1,Tarjeta de crédito,75.3,1702.9,2.473718791064389,3
5935-FCCNB,0,Femenino,1,0,0,17,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,94.2,1608.15,3.0946123521681996,5
5937-EORGB,0,Masculino,1,1,0,15,1,Yes,Fibra óptica,Yes,No,Yes,No,Yes,No,Mes a mes,1,Cheque electrónico,96.5,1392.25,3.1701708278580814,6
5939-SXWHM,0,Masculino,0,1,1,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,26.3,1245.05,0.8639947437582128,2
5939-XAIXZ,0,Femenino,0,0,0,19,1,Yes,DSL,No,No,Yes,No,No,No,Mes a mes,1,Cheque por correo,56.1,1033.9,1.842969776609724,4
5940-AHUHD,1,Masculino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Cheque por correo,70.6,70.6,2.3193166885676737,2
5940-NFXKV,1,Masculino,0,1,1,19,1,Yes,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,1,Cheque electrónico,83.65,1465.75,2.7480289093298294,4
5943-PWAPA,1,Femenino,0,1,0,53,1,No,Fibra óptica,No,No,No,Yes,Yes,Yes,Un año,1,Cheque electrónico,93.45,4872.2,3.0699737187910645,5
5944-UGLLK,0,Masculino,0,0,0,53,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Un año,0,Tarjeta de crédito,54.9,3045.75,1.8035479632063074,5
5945-AZYHT,0,Masculino,0,1,0,71,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,109.6,7854.15,3.600525624178712,8
5947-SGKCL,0,Femenino,0,1,1,15,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Transferencia bancaria,105.35,1559.25,3.460906701708278,7
5948-UJZLF,0,Masculino,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Mes a mes,0,Cheque por correo,49.25,97.0,1.6179369250985545,3
5949-EBSQK,1,Masculino,0,1,1,4,1,No,DSL,No,No,No,Yes,No,Yes,Mes a mes,0,Tarjeta de crédito,61.45,229.55,2.0187253613666227,4
5949-HGVJL,0,Femenino,0,1,0,26,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Mes a mes,1,Cheque electrónico,73.05,1959.5,2.3998028909329827,6
5949-XIKAE,1,Femenino,0,1,1,8,1,No,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,83.55,680.05,2.7447437582128775,4
5950-AAAGJ,0,Masculino,0,0,0,18,1,Yes,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,0,Transferencia bancaria,84.3,1537.9,2.769382391590013,4
5951-AOFIH,0,Masculino,0,0,0,33,1,No,DSL,No,Yes,Yes,No,Yes,No,Mes a mes,1,Tarjeta de crédito,66.4,2245.4,2.181340341655716,5
5954-BDFSG,0,Femenino,0,0,0,72,1,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,107.5,7853.7,3.531537450722733,7
5955-EPOAZ,0,Femenino,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,20.95,109.5,0.688239159001314,1
5955-ERIHD,1,Masculino,0,1,0,18,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,94.7,1687.95,3.1110381077529565,5
5956-VKDTT,1,Femenino,1,1,0,5,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,74.35,334.8,2.4425098554533506,3
5956-YHHRX,0,Masculino,1,0,0,21,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,104.35,2271.85,3.4280551905387644,7
5959-BELXA,1,Masculino,1,0,0,32,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,96.15,3019.25,3.1586727989487517,5
5960-MVTUK,0,Masculino,0,0,0,3,0,No phone service,DSL,No,No,No,Yes,No,No,Mes a mes,1,Cheque electrónico,29.75,96.85,0.9773324572930354,2
5960-WPXQM,1,Masculino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,79.05,79.05,2.5969119579500655,3
5961-VUSRV,0,Femenino,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Transferencia bancaria,19.35,219.35,0.635676741130092,1
5965-GGPRW,0,Masculino,0,1,1,72,1,Yes,Fibra óptica,Yes,No,Yes,No,Yes,Yes,Dos años,0,Transferencia bancaria,105.25,7609.75,3.4576215505913273,7
5966-EMAZU,0,Masculino,0,1,0,64,1,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Un año,1,Cheque por correo,108.5,6880.85,3.564388961892247,8
5968-HYJRZ,0,Masculino,0,1,1,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,24.55,1160.45,0.8065045992115637,2
5968-VXZLG,0,Masculino,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,46.6,87.9,1.530880420499343,2
5968-XQIVE,0,Masculino,0,1,1,72,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Un año,1,Cheque electrónico,89.7,6588.95,2.9467805519053876,5
5970-GHJAW,0,Masculino,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Tarjeta de crédito,19.95,862.4,0.6553876478318003,1
5973-EJGDP,0,Masculino,0,0,0,51,1,Yes,Fibra óptica,No,Yes,Yes,Yes,No,No,Mes a mes,1,Cheque electrónico,87.35,4473.0,2.86957950065703,6
5975-BAICR,0,Masculino,0,1,1,36,1,No,DSL,Yes,No,Yes,No,No,Yes,Un año,1,Tarjeta de crédito,63.7,2188.5,2.092641261498029,5
5976-JCJRH,1,Masculino,0,1,0,10,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.3,738.2,2.3094612352168196,2
5977-CKHON,0,Femenino,0,1,1,43,1,Yes,Fibra óptica,No,No,Yes,No,No,Yes,Mes a mes,1,Transferencia bancaria,92.55,4039.0,3.0404073587385017,5
5980-BDHPY,0,Masculino,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,87.1,6230.1,2.8613666228646513,9
5980-NOPLP,1,Femenino,0,1,0,44,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,96.1,4364.1,3.157030223390276,5
5981-ITEMU,1,Masculino,0,1,0,40,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Transferencia bancaria,97.1,3706.95,3.1898817345597896,5
5981-ZVXOT,0,Femenino,1,0,0,35,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,108.35,3726.15,3.5594612352168196,8
5982-FPVQN,0,Femenino,0,1,1,37,1,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mes a mes,1,Cheque electrónico,95.15,3532.85,3.125821287779238,6
5982-PSMKW,0,Femenino,0,1,1,23,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,91.1,2198.3,2.9927726675427064,9
5982-XMDEX,0,Femenino,0,0,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,26.5,1698.55,0.8705650459921156,2
5985-BEHZK,0,Femenino,1,1,0,72,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Un año,0,Tarjeta de crédito,105.0,7578.05,3.4494086727989486,7
5985-TBABQ,0,Femenino,0,0,0,32,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Un año,0,Cheque por correo,74.75,2282.95,2.455650459921156,6
5986-WWXDV,0,Masculino,0,0,1,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,19.35,779.2,0.635676741130092,1
5989-AXPUC,0,Femenino,0,1,0,68,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Cheque por correo,118.6,7990.05,3.896189224704336,9
5989-OMNJE,0,Femenino,0,1,1,24,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Un año,0,Cheque electrónico,57.6,1367.75,1.8922470433639946,6
5989-PGKJB,0,Femenino,0,0,0,16,1,No,Fibra óptica,No,Yes,No,No,No,Yes,Mes a mes,1,Cheque electrónico,86.25,1340.1,2.8334428383705648,4
5993-BQHEA,0,Masculino,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,20.05,267.0,0.6586727989487516,1
5993-JSUWV,0,Femenino,0,0,0,66,1,No,DSL,Yes,Yes,Yes,No,No,No,Dos años,1,Transferencia bancaria,61.15,4017.45,2.0088699080157686,5
5995-LFTLE,0,Masculino,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Tarjeta de crédito,25.3,1474.35,0.831143232588699,2
5995-OIGLP,1,Masculino,0,0,0,12,1,No,DSL,Yes,No,No,Yes,No,No,Mes a mes,0,Cheque por correo,56.65,654.85,1.8610381077529565,4
5995-SNNEW,0,Masculino,1,1,0,23,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,104.45,2184.85,3.431340341655716,7
5995-WWKKG,0,Femenino,0,0,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Cheque electrónico,19.8,695.05,0.6504599211563732,1
5996-DAOQL,0,Masculino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,20.45,20.45,0.6718134034165572,1
5996-EBTKM,0,Femenino,0,1,1,67,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Dos años,1,Transferencia bancaria,69.9,4615.9,2.2963206307490145,6
5996-NRVXR,0,Masculino,1,1,0,40,1,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,No,Un año,1,Tarjeta de crédito,98.15,4116.8,3.2243758212877793,7
5997-OPVFA,0,Masculino,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,89.05,6254.45,2.9254270696452034,9
5998-DZLYR,0,Femenino,0,1,0,61,1,Yes,Fibra óptica,No,Yes,No,Yes,No,Yes,Dos años,1,Transferencia bancaria,94.35,5703.0,3.0995400788436265,6
5998-VVEJY,1,Masculino,0,0,0,26,1,Yes,Fibra óptica,No,No,No,Yes,No,No,Mes a mes,1,Cheque electrónico,80.5,2088.8,2.6445466491458607,4
5999-LCXAO,0,Femenino,0,0,0,1,0,No phone service,DSL,Yes,No,No,No,No,No,Mes a mes,0,Cheque por correo,29.9,29.9,0.9822601839684625,2
6000-APYLU,1,Masculino,0,0,0,9,1,No,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,1,Cheque electrónico,80.8,713.1,2.654402102496715,3
6000-UKLWI,0,Masculino,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,20.15,802.35,0.6619579500657029,1
6005-OBZPH,1,Femenino,1,0,0,26,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,89.15,2277.65,2.928712220762155,5
6007-TCTST,0,Femenino,0,1,1,72,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,115.8,8476.5,3.8042049934296975,9
6008-NAIXK,0,Masculino,1,0,0,54,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,55.45,2966.95,1.8216162943495402,5
6010-DDPPW,0,Masculino,0,1,0,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,25.15,1940.85,0.826215505913272,2
6013-BHCAW,0,Masculino,0,1,1,61,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,81.0,4976.15,2.6609724047306176,7
6015-VVHHE,1,Femenino,1,0,0,5,1,Yes,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Tarjeta de crédito,83.15,446.05,2.7316031537450725,4
6016-EJGNT,1,Femenino,0,1,1,48,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,Yes,Un año,1,Tarjeta de crédito,103.25,5037.55,3.3919185282522997,7
6016-LVTJQ,0,Femenino,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.65,716.4,0.6783837056504598,1
6016-NXBNJ,0,Masculino,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Cheque por correo,19.15,638.0,0.6291064388961891,1
6016-QSKVI,1,Masculino,0,0,0,4,1,No,Fibra óptica,Yes,Yes,No,Yes,No,Yes,Mes a mes,1,Cheque por correo,94.9,360.55,3.1176084099868593,6
6017-PPLPX,1,Masculino,0,1,1,20,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.45,1470.95,2.314388961892247,2
6022-KOUQO,0,Femenino,0,1,1,2,0,No phone service,DSL,No,No,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,29.05,44.75,0.9543363994743758,2
6022-MXOMF,1,Femenino,1,0,0,1,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,74.2,74.2,2.437582128777924,3
6022-UGGSO,1,Femenino,1,0,0,32,1,No,Fibra óptica,No,Yes,No,No,No,No,Mes a mes,1,Cheque electrónico,74.4,2276.95,2.4441524310118266,3
6023-GSSXW,0,Femenino,0,1,0,69,1,No,DSL,No,Yes,No,No,No,Yes,Dos años,1,Tarjeta de crédito,61.45,4131.2,2.0187253613666227,4
6023-YEBUP,1,Masculino,0,0,0,3,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,100.95,329.95,3.316360052562418,6
6024-RUGGH,0,Masculino,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Transferencia bancaria,25.2,1798.9,0.8278580814717477,2
6029-CSMJE,0,Masculino,0,0,0,17,0,No phone service,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,25.65,440.2,0.8426412614980289,1
6029-WTIPC,1,Masculino,1,0,0,37,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,101.1,3744.05,3.321287779237845,6
6030-REHUX,0,Femenino,1,1,0,28,1,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Mes a mes,1,Cheque electrónico,110.85,3204.4,3.641590013140604,8
6032-IGALN,1,Femenino,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,25.1,25.1,0.8245729303547963,1
6032-KRXXO,1,Masculino,0,0,0,30,1,No,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,90.25,2755.35,2.96484888304862,4
6034-YMTOB,0,Femenino,0,0,0,5,1,No,Fibra óptica,No,No,No,Yes,No,No,Mes a mes,1,Cheque por correo,75.65,399.45,2.485216819973719,3
6034-ZRYCV,1,Femenino,0,1,0,72,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Dos años,1,Cheque electrónico,54.2,3937.45,1.780551905387648,5
6035-BXTTY,0,Femenino,1,0,0,32,1,No,DSL,No,Yes,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,54.65,1830.1,1.795335085413929,4
6035-RIIOM,0,Femenino,0,0,0,54,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Dos años,1,Transferencia bancaria,97.2,5129.45,3.193166885676741,6
6036-TTFYU,0,Femenino,0,1,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.6,314.45,0.6438896189224704,1
6037-WPJRP,1,Femenino,0,0,0,13,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,75.0,999.45,2.463863337713535,3
6038-GCYEC,1,Femenino,0,0,0,24,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,54.15,1240.25,1.778909329829172,5
6039-RVSJV,1,Femenino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.85,19.85,0.6521024967148489,1
6040-CGACY,0,Femenino,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.6,299.4,0.6438896189224704,1
6047-SUHPR,0,Masculino,0,1,1,39,1,No,DSL,Yes,Yes,Yes,No,No,No,Un año,0,Cheque electrónico,59.8,2343.85,1.964520367936925,5
6047-YHPVI,1,Masculino,0,0,0,5,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,69.7,316.9,2.2897503285151117,2
6048-NJXHX,0,Masculino,0,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque electrónico,19.75,899.45,0.6488173455978975,1
6048-QBXKL,0,Femenino,1,0,0,2,1,Yes,DSL,No,Yes,No,No,No,No,Mes a mes,1,Tarjeta de crédito,56.55,118.25,1.8577529566360051,4
6048-UWKAL,0,Femenino,1,1,0,69,1,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Dos años,0,Tarjeta de crédito,105.4,6998.95,3.462549277266754,7
6050-FFXES,0,Femenino,0,1,0,69,1,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Dos años,0,Transferencia bancaria,105.35,7240.65,3.460906701708278,7
6050-IJRHS,0,Femenino,0,1,1,70,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,106.5,7397.0,3.4986859395532193,7
6051-PTVNS,0,Femenino,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,19.15,998.1,0.6291064388961891,1
6060-DRTNL,1,Femenino,1,0,0,5,1,No,Fibra óptica,No,No,Yes,No,Yes,No,Mes a mes,1,Cheque por correo,84.85,415.55,2.7874507227332455,4
6060-QBMGV,0,Masculino,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Tarjeta de crédito,19.85,1433.8,0.6521024967148489,1
6061-GWWAV,0,Masculino,0,0,1,41,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Un año,0,Cheque por correo,70.2,2894.55,2.3061760840998686,6
6061-PQHMK,0,Femenino,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,19.9,527.5,0.6537450722733245,1
6064-PUPMC,0,Masculino,0,1,1,23,1,No,DSL,Yes,No,No,Yes,No,No,Un año,0,Tarjeta de crédito,57.2,1423.35,1.8791064388961893,4
6064-ZATLR,0,Femenino,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Dos años,0,Transferencia bancaria,52.85,1498.65,1.7362023653088041,4
6067-NGCEU,0,Femenino,0,0,0,65,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,111.05,7107.0,3.648160315374507,8
6072-NUQCB,0,Masculino,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,20.25,488.25,0.6652431011826544,1
6072-YUBLX,1,Masculino,1,1,0,61,1,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,No,Un año,1,Cheque por correo,98.3,6066.55,3.229303547963206,7
6075-QMNRR,0,Femenino,0,0,0,52,1,No,DSL,Yes,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,49.75,2535.55,1.6343626806833114,3
6075-SLNIL,0,Masculino,0,0,0,38,1,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mes a mes,1,Tarjeta de crédito,95.1,3691.2,3.124178712220762,6
6077-BDPXA,0,Femenino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.15,194.2,2.304533508541393,2
6078-VESFR,0,Masculino,1,1,0,13,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Transferencia bancaria,70.45,849.1,2.314388961892247,2
6080-LNESI,0,Masculino,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,24.75,1234.6,0.8130749014454665,2
6080-TCMYC,0,Masculino,0,1,1,40,1,Yes,Fibra óptica,No,No,Yes,No,No,No,Mes a mes,1,Cheque electrónico,81.2,3292.3,2.6675427069645203,4
6082-GLJIX,0,Masculino,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.25,331.35,0.6323915900131406,1
6082-OQFBA,0,Masculino,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,19.65,436.9,0.645532194480946,1
6086-ESGRL,1,Femenino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,0,Tarjeta de crédito,80.15,80.15,2.633048620236531,3
6087-MVHJH,1,Femenino,0,0,0,16,1,Yes,Fibra óptica,No,No,Yes,No,No,Yes,Mes a mes,1,Cheque electrónico,88.45,1422.1,2.9057161629434956,5
6087-YPWHO,0,Masculino,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dos años,0,Cheque por correo,68.15,4808.7,2.2388304862023656,7
6088-BXMRG,0,Femenino,0,1,1,32,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,98.85,3089.6,3.2473718791064385,6
6092-QZVPP,0,Masculino,0,0,0,36,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mes a mes,1,Tarjeta de crédito,79.2,2854.95,2.6018396846254928,7
6094-ZIVKX,0,Femenino,0,0,0,68,1,No,DSL,Yes,No,Yes,No,No,No,Un año,1,Tarjeta de crédito,54.45,3674.95,1.7887647831800264,4
6096-EGVTU,0,Femenino,0,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,24.9,1595.5,0.8180026281208935,2
6097-EQISJ,1,Femenino,0,1,1,66,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Un año,1,Tarjeta de crédito,102.45,6615.15,3.3656373193166886,7
6100-FJZDG,0,Masculino,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Transferencia bancaria,20.05,505.9,0.6586727989487516,1
6100-QQHEB,1,Masculino,0,1,1,17,1,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,92.55,1515.1,3.0404073587385017,5
6101-IMRMM,1,Masculino,0,0,1,6,1,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,0,Cheque por correo,94.5,575.45,3.1044678055190538,5
6103-BOCOU,0,Femenino,0,0,0,26,1,Yes,Fibra óptica,No,No,Yes,No,No,No,Mes a mes,1,Cheque electrónico,80.7,2193.0,2.6511169513797634,4
6103-LIANB,0,Masculino,0,1,1,59,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Dos años,1,Tarjeta de crédito,99.5,5861.75,3.2687253613666227,6
6103-QCKFX,0,Femenino,0,1,1,44,1,No,DSL,Yes,No,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,56.25,2419.55,1.847897503285151,4
6108-OQZDQ,1,Femenino,0,1,1,4,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,97.95,384.5,3.2178055190538766,6
6110-OHIHY,1,Masculino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,0,Cheque electrónico,79.25,267.6,2.6034822601839682,3
6112-KTHFQ,0,Femenino,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.3,279.3,0.6340341655716163,1
6114-TCFID,0,Femenino,0,0,0,29,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Un año,0,Tarjeta de crédito,39.5,1082.75,1.297634691195795,4
6115-ZTBFQ,0,Femenino,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Transferencia bancaria,65.5,4919.7,2.151773981603154,7
6116-RFVHN,0,Femenino,0,1,0,34,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,100.45,3414.65,3.299934296977661,6
6119-SPUDB,0,Masculino,0,0,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dos años,0,Cheque por correo,38.25,1755.35,1.2565703022339028,4
6120-RJKLU,0,Femenino,1,1,0,62,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,79.95,4819.75,2.6264783180026283,7
6121-TNHBO,0,Femenino,1,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Un año,0,Transferencia bancaria,83.0,5243.05,2.726675427069645,8
6121-VZNQB,1,Femenino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.1,19.1,0.6274638633377135,1
6122-EFVKN,0,Masculino,0,0,1,24,0,No phone service,DSL,Yes,No,No,Yes,No,No,Dos años,0,Cheque por correo,35.75,830.8,1.1744415243101183,3
6122-LJADA,0,Masculino,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,90.15,6237.05,2.961563731931669,9
6124-ACRHJ,0,Femenino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.75,19.75,0.6488173455978975,1
6127-ISGTU,1,Femenino,0,1,0,16,1,Yes,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,84.95,1378.25,2.7907358738501973,4
6127-IYJOZ,0,Masculino,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque por correo,45.85,45.85,1.5062417871222076,2
6128-AQBMT,0,Masculino,1,1,0,41,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,53.95,2215.4,1.7723390275952695,5
6128-CZOMY,1,Femenino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,45.65,45.65,1.4996714848883048,2
